title,partner,rating,reviews,description,course_link,enrollment,skills
GPU Programming,Johns Hopkins University,2.8,120 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/gpu-programming,8214.0,"Category: CudaCuda, Category: Python ProgrammingPython Programming, Category: Thread (Computing)Thread (Computing), Category: C++C++, Category: CudaCuda, Category: AlgorithmsAlgorithms, Category: GPUGPU, Category: C/C++C/C++, Category: NvidiaNvidia, Category: CudaCuda, Category: AlgorithmsAlgorithms, Category: GPUGPU, Category: C/C++C/C++, Category: NvidiaNvidia, Category: Data ScienceData Science, Category: Artificial Neural NetworkArtificial Neural Network, Category: C++C++, Category: Machine LearningMachine Learning, Category: Linear AlgebraLinear Algebra"
Microsoft Back-End Developer,Microsoft,4.4,13 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-back-end-developer,,"Category: Microsoft CopilotMicrosoft Copilot, Category: SQLSQL, Category: EF CoreEF Core, Category: Database IntegrationDatabase Integration, Category: Database ManagementDatabase Management, Category: CI/CDCI/CD, Category: Microsoft CopilotMicrosoft Copilot, Category: Azure Cloud ServicesAzure Cloud Services, Category: Website DeploymentWebsite Deployment, Category: DevOpsDevOps, Category: Microsoft CopilotMicrosoft Copilot, Category: Back-End DevelopmentBack-End Development, Category: Performance SecurityPerformance Security, Category: Web Performance OptimizationWeb Performance Optimization, Category: Visual StudioVisual Studio, Category: Microsoft CopilotMicrosoft Copilot, Category: Microsoft Visual StudioMicrosoft Visual Studio, Category: .NET.NET, Category: Object-Oriented Programming (OOP)Object-Oriented Programming (OOP), Category: C# ProgrammingC# Programming, Category: AlgorithmsAlgorithms, Category: Microsoft CopilotMicrosoft Copilot, Category: Advanced AlgorithmsAdvanced Algorithms, Category: Dynamic ProgrammingDynamic Programming, Category: Data StructuresData Structures, Category: Microsoft CopilotMicrosoft Copilot, Category: Back-End DevelopmentBack-End Development, Category: .NET.NET, Category: Back-end developmentBack-end development, Category: ASP.NETASP.NET, Category: C# ProgrammingC# Programming, Category: Microsoft CopilotMicrosoft Copilot, Category: Back-End DevelopmentBack-End Development, Category: Logical ThinkingLogical Thinking, Category: Version ControlVersion Control, Category: C# FundamentalsC# Fundamentals, Category: Microsoft CopilotMicrosoft Copilot, Category: Back-End DevelopmentBack-End Development, Category: SecuritySecurity, Category: ASP.NETASP.NET, Category: JSON Web Token (JWT)JSON Web Token (JWT)"
Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,4.4,4.3K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/python-statistics-financial-analysis,244855.0,
Software Testing and Automation,University of Minnesota,4.3,893 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/software-testing-automation,65871.0,"Category: Writing Defect ReportsWriting Defect Reports, Category: Writing TestsWriting Tests, Category: Testing VocabularyTesting Vocabulary, Category: Writing Test PlansWriting Test Plans, Category: Understanding of Testing TheoryUnderstanding of Testing Theory, Category: Software TestingSoftware Testing, Category: Executing TestsExecuting Tests, Category: Writing TestsWriting Tests, Category: JunitJunit, Category: CucumberCucumber, Category: Software TestingSoftware Testing, Category: Formal VerificationFormal Verification, Category: Test AutomationTest Automation"
Supply Chain Principles,Georgia Institute of Technology,4.6,2.1K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/supply-chain-principles,98107.0,
Google Project Management (PT),Google,4.9,2.5K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/gestao-de-projetos-do-google,1806484.0,"Category: Project ManagementProject Management, Category: Risk ManagementRisk Management, Category: Strategic ThinkingStrategic Thinking, Category: Quality ManagementQuality Management, Category: Project ExecutionProject Execution, Category: ProcurementProcurement, Category: Risk ManagementRisk Management, Category: Strategic ThinkingStrategic Thinking, Category: Task EstimationTask Estimation, Category: Project PlanningProject Planning, Category: Project ManagementProject Management, Category: Strategic ThinkingStrategic Thinking, Category: Business WritingBusiness Writing, Category: Stakeholder ManagementStakeholder Management, Category: Project CharterProject Charter, Category: Agile ManagementAgile Management, Category: Problem SolvingProblem Solving, Category: CoachingCoaching, Category: ScrumScrum, Category: InfluencingInfluencing, Category: Project ManagementProject Management, Category: Problem SolvingProblem Solving, Category: Quality ManagementQuality Management, Category: Effective CommunicationEffective Communication, Category: Stakeholder ManagementStakeholder Management, Category: Project ManagementProject Management, Category: Change ManagementChange Management, Category: Strategic ThinkingStrategic Thinking, Category: Career DevelopmentCareer Development, Category: Organizational CultureOrganizational Culture"
Data Modeling in Power BI,Microsoft,4.2,556 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-modeling-in-power-bi,49204.0,
Newborn Baby Care,University of Colorado System,4.8,1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/newborn-baby-care,14605.0,
Financial Accounting Fundamentals,University of Virginia,4.8,2.7K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/uva-darden-financial-accounting,160742.0,
JavaScript Security,Infosec,4.5,84 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/javascript-security,2381.0,"Category: Node.JsNode.Js, Category: JavaScriptJavaScript, Category: Java ProgrammingJava Programming, Category: Node.JsNode.Js, Category: JavaScriptJavaScript"
Politics and Economics of International Energy,Sciences Po,4.7,1.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/global-energy,74561.0,
Contabilidad para no contadores,Universidad Nacional Autónoma de México,4.8,9.2K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/contabilidad,571911.0,
Global Diplomacy: the United Nations in the World,University of London,4.7,1.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/global-diplomacy-un,88346.0,
Finding Purpose and Meaning In Life: Living for What Matters Most,University of Michigan,4.8,2.6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/finding-purpose-and-meaning-in-life,251137.0,
ChatGPT Advanced Data Analysis,Vanderbilt University,4.8,589 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/chatgpt-advanced-data-analysis,74840.0,
Spanish for Successful Communication in Healthcare Settings,Rice University,4.7,304 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/spanish-in-healthcare-settings,58489.0,
Business Statistics and Analysis,Rice University,4.7,12K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/business-statistics-analysis,93473.0,"Category: Lookup TableLookup Table, Category: Data AnalysisData Analysis, Category: Microsoft ExcelMicrosoft Excel, Category: Pivot TablePivot Table, Category: Data AnalysisData Analysis, Category: Microsoft ExcelMicrosoft Excel, Category: Statistical Hypothesis TestingStatistical Hypothesis Testing, Category: LogâLog PlotLogâLog Plot, Category: Interaction (Statistics)Interaction (Statistics), Category: Linear RegressionLinear Regression, Category: Regression AnalysisRegression Analysis, Category: StatisticsStatistics, Category: Statistical AnalysisStatistical Analysis, Category: Normal DistributionNormal Distribution, Category: Poisson DistributionPoisson Distribution, Category: Predictive AnalyticsPredictive Analytics, Category: Data AnalysisData Analysis, Category: Microsoft ExcelMicrosoft Excel, Category: Regression AnalysisRegression Analysis"
Auditing I: Conceptual Foundations of Auditing,University of Illinois Urbana-Champaign,4.7,596 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/auditing-part1-conceptual-foundations,57258.0,
Goodwill® Career Coach and Navigator,Goodwill Industries International,4.7,303 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/goodwill-career-coach-and-navigator,14150.0,"Category: Crisis InterventionCrisis Intervention, Category: establishing trustestablishing trust, Category: establish coaching agreementsestablish coaching agreements, Category: Human-centered coachingHuman-centered coaching, Category: Gap AnalysisGap Analysis, Category: Case ManagementCase Management, Category: outreachoutreach, Category: intakeintake, Category: RecruitmentRecruitment, Category: onboarding preparationonboarding preparation, Category: NetworkingNetworking, Category: Occupational guidanceOccupational guidance, Category: resume preparationresume preparation, Category: Professional DevelopmentProfessional Development, Category: Research technology trendsResearch technology trends, Category: establish business partnershipsestablish business partnerships, Category: virtual coachingvirtual coaching"
Impact Measurement & Management for the SDGs,Duke University,4.8,598 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/impact-for-sdgs,37298.0,
"Strategic Leadership: Impact, Change, and Decision-Making",Dartmouth College,4.8,540 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/strategic-leadership-impact-change-decision-making,16458.0,"Category: Change ManagementChange Management, Category: Strategic LeadershipStrategic Leadership, Category: LearningLearning, Category: Learning from FailureLearning from Failure, Category: Leadership DevelopmentLeadership Development, Category: Decision-MakingDecision-Making, Category: Strategic LeadershipStrategic Leadership, Category: ManagementManagement, Category: Learning How To LearnLearning How To Learn, Category: Leadership DevelopmentLeadership Development, Category: Growth StrategiesGrowth Strategies, Category: People DevelopmentPeople Development, Category: Leadership DevelopmentLeadership Development, Category: Leadership And ManagementLeadership And Management, Category: InfluencingInfluencing, Category: Change ManagementChange Management, Category: Growth StrategiesGrowth Strategies, Category: People DevelopmentPeople Development, Category: Learning How To LearnLearning How To Learn, Category: Leadership DevelopmentLeadership Development"
Electronic Music Production,Berklee,4.8,2.2K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/electronic-music-production,25285.0,"Category: Audio EditingAudio Editing, Category: MusicMusic, Category: Sound DesignSound Design, Category: Audio RecordingAudio Recording, Category: Audio ProductionAudio Production, Category: MIDI programmingMIDI programming, Category: File ManagementFile Management, Category: Audio RecordingAudio Recording, Category: AbletonAbleton, Category: Music MakingMusic Making, Category: Sound DesignSound Design, Category: Create custom synthesizer patchesCreate custom synthesizer patches, Category: Create an electronic compositionCreate an electronic composition, Category: Create custom patches in Strobe 2Create custom patches in Strobe 2, Category: Manipulate preset patchesManipulate preset patches, Category: Music ArrangementMusic Arrangement, Category: MusicMusic, Category: Electronic Digital InstrumentElectronic Digital Instrument, Category: Performance TechniquePerformance Technique, Category: Live LoopingLive Looping"
